CONCEPTID	CONCEPTSTATUS	FULLYSPECIFIEDNAME	CTV3ID	SNOMEDID	ISPRIMITIVE
243611009	0	Enveloped ssRNA virus without a DNA step with multiple-stranded negative-sense genome (organism)	X73le	L-30015	1
243643009	4	Protozoan (organism)	X73mn	L-80017	1
243665009	0	Intestinal nematode (organism)	X73oK	L-55101	1
243796009	0	Situation with explicit context (situation)	X74VQ	R-20000	1
243798005	0	Procedure status (situation)	X74VS	R-205E4	1
243814003	0	Interpretation of findings (observable entity)	X74Vi	F-00B99	1
243815002	0	Prevention status (finding)	X74Vj	F-00B9A	1
243851009	0	Chronic disease monitoring status (finding)	X74WJ	F-00B9B	1
243852002	0	Cardiac disease monitoring status (finding)	X74WK	F-00C85	1
243853007	0	Respiratory disease monitoring status (finding)	X74WL	F-00C86	1
243928005	0	Entire body region (body structure)	X74XY	T-D009F	1
243951005	0	Subdivision of inferior mediastinum (body structure)	X74Y2	T-D3304	1
243960002	0	Anterior abdominal surface region (body structure)	X74YH	T-D069F	1
243983004	0	Entire retroperitoneal space (body structure)	X74Yf	T-D4902	1
243984005	0	Entire region of retroperitoneal space (body structure)	X74Yg	T-D4903	1
243996003	0	Entire limb (body structure)	X74Yt	T-D0304	1
243997007	0	Surface region of upper limb (body structure)	X74Yu	T-D06A4	1
244011004	0	Surface region of lower limb (body structure)	X74ZB	T-D06AA	1
244016009	0	Structure of surface region of knee (body structure)	X74ZG	T-D9204	1
244019002	0	Structure of surface region of ankle (body structure)	X74ZJ	T-D9502	1
244202008	0	Systemic artery of trunk (body structure)	X74dG	T-4103C	1
244216003	0	Branch of external carotid artery (body structure)	X74dZ	T-4500B	1
244221000	0	Branch of maxillary artery (body structure)	X74de	T-4500C	1
244231007	0	Entire abdominal aorta (body structure)	X74dr	T-42501	1
244261004	0	Abdominal visceral artery (body structure)	X74eT	T-4600C	1
244485009	0	Entire sensory organ (body structure)	X74im	T-D00E8	1
244508006	0	Entire joint of head and neck (body structure)	X74jR	T-15024	1
244567004	0	Soft tissue joint component (body structure)	X74ke	T-D05EB	1
244697000	0	Part of shaft of femur (body structure)	X74sL	T-1273B	1
245255009	0	Structure of lymphoreticular system (body structure)	X752B	T-D0143	1
245424001	0	Region of large intestine (body structure)	X755K	T-59004	1
245425000	0	Region of colon (body structure)	X755L	T-5930B	1
245426004	0	Entire colic flexure (body structure)	X755M	T-59431	1
245428003	0	Entire left colic flexure (body structure)	X755O	T-59443	0
245429006	0	Entire rectosigmoid junction (body structure)	X755P	T-59671	1
245430001	0	Region of rectum (body structure)	X755Q	T-59603	1
245431002	0	Supra-ampullary part of rectum (body structure)	X755R	T-59604	1
245432009	0	Entire rectal ampulla (body structure)	X755S	T-59651	1
245461005	0	Entire urinary tract (body structure)	X755v	T-70004	1
245500007	0	Structure of anatomical reproductive system (body structure)	X756w	T-D0145	1
245513001	0	Entire segmental bronchus (body structure)	X757N	T-26078	1
245516009	0	Basal segment of lung (body structure)	X757S	T-280D5	1
245523005	0	Segment of lower lobe of left lung (body structure)	X757l	T-28562	0
245524004	0	Entire lobe of lung (body structure)	X757p	T-28773	1
245849007	0	Post-surgical anatomy (morphologic abnormality)	X75Ie	T-D0169	1
245857005	0	Stoma (morphologic abnormality)	X75Io	T-D016B	1
246061005	0	Attribute (attribute)	X75Mq	G-C00D	1
246062003	0	Origin (attribute)	X75Ms	G-C173	1
246075003	0	Causative agent (attribute)	X75N8	G-C17D	1
246090004	0	Associated finding (attribute)	X75NV	G-C189	1
246093002	0	Component (attribute)	X75Na	G-C18B	1
246100006	1	Onset (attribute)	X75Nj	G-C18F	1
246112005	0	Severity (attribute)	X75OA	G-C197	1
246188002	1	Finding (finding)	X75Px	F-00005	1
246454002	0	Occurrence (attribute)	X75WZ	G-C249	1
246456000	0	Episodicity (attribute)	X75Wb	G-C24A	1
246464006	0	Function (observable entity)	X75Wq	R-42019	1
246513007	0	Revision status (attribute)	X75Xt	G-C278	1
248326004	0	Body measure (observable entity)	X76Bk	F-03D4B	1
248402002	0	General finding of soft tissue (finding)	X76DF	F-03DAC	0
248627000	0	Pulse characteristics (observable entity)	X76Ix	F-03EA9	1
248718009	0	Arterial finding (finding)	X76L4	F-3A012	0
248842004	0	Female genitalia finding (finding)	X76Nn	F-70015	0
248982007	0	Pregnancy, childbirth and puerperium finding (finding)	X76Qh	F-00A28	1
249273002	0	Urinary tract finding (finding)	X76XR	F-7004D	0
249300001	0	Urethral finding (finding)	X76YH	F-7211F	0
249307003	0	Nasal symptom (finding)	X76YR	F-01C3F	1
249308008	2	Nose finding [dup] (finding)	X76YS	F-01A50	1
249376008	0	Mouth and/or pharynx finding (finding)	X76Zq	F-00CB0	0
249561001	0	Abdominal organ finding (finding)	X76e1	F-50843	0
249562008	0	Bowel finding (finding)	X76e2	F-50835	0
249578005	0	Kidney finding (finding)	X76eN	F-701FF	0
249585009	0	Bladder finding (finding)	X76eV	F-72126	0
250085001	0	Form of joint (observable entity)	X76qk	F-00DFC	1
250087009	0	Joint deformity (finding)	X76qn	F-13011	1
250124002	0	Joint temperature (observable entity)	X76ra	F-00E12	1
250171008	0	Clinical history and observation findings (finding)	X76sV	F-00E39	1
250207003	0	Hematology finding (finding)	X76t7	F-01D7E	1
250271003	0	White blood cell finding (finding)	X76uQ	F-D0151	0
250428009	0	Antimicrobial substance (substance)	X76y2	F-614C9	1
250765005	4	Blood pressure [dup] (observable entity)	X773t	F-0212B	1
250907009	0	Left ventricular function (observable entity)	X776L	F-02220	1
251052000	0	Myocardial finding (finding)	X7795	F-3014B	0
251070002	0	Non-invasive systolic arterial pressure (observable entity)	X779Q	F-023D4	1
251076008	0	Non-invasive arterial pressure (observable entity)	X779X	F-023D8	1
252028009	0	Urinary outflow obstruction (disorder)	X77TX	D7-000D2	0
252059006	0	Vascular measure (observable entity)	X77UH	F-03199	1
252060001	0	Arterial measure (observable entity)	X77UI	F-0319A	1
252142004	4	Investigations (procedure)	X77W7	P0-006E2	1
252275004	0	Hematology test (procedure)	X77Yh	P3-30038	1
254291000	0	Staging and scales (staging scale)	X78FG	G-E001	1
254292007	0	Tumor staging (tumor staging)	X78FH	G-E395	1
254821003	0	Tumor of mesothelial and soft tissue (navigational concept)	X78VM	DF-004B5	1
255048006	0	Tumor of lymphoid, hemopoietic and related tissue (navigational concept)	X78e1	DC-00006	1
255103009	0	Malignant tumor of mesothelial and soft tissue (navigational concept)	X78hq	DF-004C8	1
255203001	0	Additional values (qualifier value)	X78tJ	R-4034F	1
255227004	0	Recurrent (qualifier value)	X78tw	G-A39A	1
255231005	0	Revision - value (qualifier value)	X78tz	R-40374	1
255234002	0	After (attribute)	X78u5	G-C026	1
255324009	0	Movement (observable entity)	X78wk	R-403D0	1
255363002	0	Sudden (qualifier value)	X78xl	R-403FD	1
255395001	0	Origins (qualifier value)	X78ya	R-40424	1
255398004	0	Childhood (qualifier value)	X78yd	R-40427	1
255407002	0	Neonatal (qualifier value)	X78yn	R-40435	1
255409004	0	Pregnant woman (person)	X78yp	S-11299	1
255544004	0	Certainties (qualifier value)	X791u	R-404C8	1
255590007	0	Extents (qualifier value)	X793D	R-404ED	1
255604002	0	Mild (qualifier value)	X793b	R-404FA	1
255609007	0	Partial (qualifier value)	X793j	R-404FE	1
255620007	0	Foods (substance)	X7943	C-F0125	1
255637000	0	Salicylate (substance)	X794p	R-F121B	1
256423008	0	Structure of hair of skin region (body structure)	X79SH	T-01002	1
256645000	0	Human material (substance)	X79XT	C-300F5	1
256646004	0	Skeletal material (substance)	X79XU	F-6128A	1
256673003	0	Mucosa, skin and subcutaneous material (substance)	X79YC	F-61298	1
256868006	0	Gastric secretions (substance)	X79ba	T-57644	1
256876008	0	Entire intestine (body structure)	X79bn	T-D4016	1
256906008	0	Blood material (substance)	X79cj	T-D0117	1
257216002	0	Flexible endoscope (physical object)	X79iD	A-2B004	1
257293006	0	External splintage (physical object)	X79jr	A-10F62	1
257396001	0	Linen suture (physical object)	X79m2	A-10FD1	1
257493008	0	Thermal probe (physical object)	X79o4	A-25008	1
257495001	4	Organism (organism)	X79o9	L-00007	1
257496000	2	Person [dup] (person)	X79oC	R-416E1	1
257557008	0	Place (environment)	X79q7	R-30110	1
257585005	0	Clinic (environment)	X79qe	R-301A9	1
257728006	1	Anatomical concepts (body structure)	X79tP	T-D0148	1
257733005	0	Activity (observable entity)	X79tW	R-41C29	1
257867005	0	Insertion - action (qualifier value)	X79w8	P0-020D1	1
257915005	0	Sampling - action (qualifier value)	X79x8	P0-020E6	1
257922002	1	Needle biopsy - action (qualifier value)	X79xF	P0-0208E	1
258049002	0	Protocols (qualifier value)	X7A0K	R-41CFF	1
258232002	0	Cancer staging (tumor staging)	X7A6A	R-41DB8	1
258349007	0	Grades (qualifier value)	X7A8m	R-41E12	1
258442002	0	Fluid sample (specimen)	X7AAS	G-8044	0
258450006	0	Cerebrospinal fluid sample (specimen)	X7AAc	G-804B	0
258539005	0	Bone and joint sample (specimen)	X7ACO	G-809A	1
258541006	0	Cardiovascular sample (specimen)	X7ACU	G-809C	0
258550008	2	Gastrointestinal sample (specimen)	X7ACp	G-810F	1
258578009	0	Hematological sample (navigational concept)	X7ADk	G-81B7	1
258592003	0	Neurological sample (navigational concept)	X7AE7	G-81C4	1
258603007	0	Respiratory sample (specimen)	X7AEg	G-81C8	0
258604001	0	Upper respiratory sample (specimen)	X7AEh	G-81C9	0
259089000	0	Biochemical analyte (substance)	X806q	F-6172F	1
259342005	2	Adrenaline (product)	X80FK	F-B2147	1
259357003	0	Inborn errors of metabolism marker (substance)	X80Gk	F-6174E	1
259515008	0	Purine and pyrimidine metabolism disorder marker (substance)	X80Lh	F-61051	1
259541002	0	Intermediary agent of metabolism (substance)	X80Mj	F-6105D	1
259552008	0	Sulfonylurea and its derivatives (substance)	X80NJ	C-2200C	1
259553003	0	Methylated xanthine derivative (substance)	X80NP	C-100B1	1
259667003	0	Biochemical analyte functional group (substance)	X80Rh	F-61071	1
259672007	0	Biochemical tumor marker (substance)	X80Sq	F-61076	1
260245000	0	Findings values (qualifier value)	X80uE	R-40271	1
260411009	0	Presence findings (qualifier value)	X80xg	R-40773	1
260507000	0	Access (attribute)	X80zs	G-C042	1
260603009	0	Via urogenital tract (qualifier value)	X811q	G-D072	1
260669005	1	Approach (attribute)	X9002	G-C044	1
260670006	0	Route (attribute)	X9007	G-C045	1
260686004	0	Method (attribute)	X900S	G-C04E	1
260769002	0	Materials (substance)	X902D	F-612C5	1
260782005	0	Joint component (attribute)	X902X	G-C137	1
260787004	0	Physical object (physical object)	X902f	A-00004	1
260858005	0	Extent (attribute)	X9041	G-C093	1
260863009	0	Temporal relationship (attribute)	X9046	G-C096	1
260870009	0	Priority (attribute)	X904E	G-C09C	1
260908002	5	Course (attribute)	X905N	G-C0B4	1
260992007	0	Biological surgical material (substance)	X9075	F-6114D	1
261004008	0	Diagnostic intent (qualifier value)	X907O	R-408C3	1
261030007	0	End colostomy - stoma (morphologic abnormality)	X9081	T-59303	1
261060002	0	Entire body surface region (body structure)	X908n	T-D0038	1
261583007	1	Using (attribute)	X90S5	G-C122	1
262086009	0	Radiofrequency controlled thermal probe (physical object)	X90f9	A-25002	1
262202000	0	Therapeutic intent (qualifier value)	X90iG	R-41531	1
262225004	0	Entire trunk (body structure)	X90it	T-D2013	1
262515005	2	Injury of body region (disorder)	XA002	DD-00197	1
262525000	0	Chest injury (disorder)	XA00K	DD-0023C	0
262587005	0	Superficial partial thickness burn (morphologic abnormality)	XA01c	M-11107	1
262588000	0	Deep partial thickness burn (morphologic abnormality)	XA01d	M-11108	1
263017003	0	Dislocation of joint of upper limb (disorder)	XA0Cs	D1-22417	0
263021005	0	Anterior dislocation of shoulder joint (disorder)	XA0Cx	DD-1450C	0
263031003	0	Subluxation of joint (disorder)	XA0DG	DD-1407F	0
263047001	0	Subluxation of joint of upper limb (disorder)	XA0DX	D1-22424	0
263051004	0	Subluxation of shoulder joint (disorder)	XA0Db	DD-1450E	0
263063009	0	Fracture dislocation of joint (disorder)	XA0Dn	DD-14080	0
263225007	0	Fracture of proximal end of femur (disorder)	XA0HE	DD-13108	0
263490005	0	Status (attribute)	XC00C	G-C284	1
263491009	0	Context (attribute)	XC00E	G-C285	1
263502005	0	Clinical course (attribute)	XC00U	G-C153	1
263534001	0	Association (attribute)	XC01Q	G-C2A7	1
263535000	0	Communication with wound (attribute)	XC01R	G-C2A8	1
263536004	0	Communication (attribute)	XC01S	G-C2A9	1
263654008	0	Abnormal (qualifier value)	XC05B	R-42037	1
264048004	4	Intrathoracic organ (body structure)	XC0Gb	T-D320D	1
264274002	0	Endoscopic operation (procedure)	XC0P2	P1-0016D	0
264395009	0	Microorganism (organism)	XC0Td	L-00040	1
264513002	0	Closed injury (qualifier value)	XC0cK	R-4239B	1
264585001	0	Colostomy - stoma (morphologic abnormality)	XC0fs	T-5930F	1
264641009	0	Entire retrocecal appendix (body structure)	XS0Iw	T-59262	1
264752007	0	Grading values (qualifier value)	XC0kA	R-42446	1
265571002	0	Bladder outlet and prostate operation (procedure)	XE0GH	P1-70066	0
265585007	0	Transurethral relief of prostatic and bladder neck obstruction (procedure)	XE0GV	P1-70068	1
265783002	4	Entire external ear (body structure)	XE0Jz	T-AB10B	1
266228004	6	Essential hypertension NOS (disorder)	XE0Ud	D3-02101	1
266230002	6	Hypertensive renal disease NOS (disorder)	XE0Ug	D3-02706	1
266287006	4	(Hypertensive disease) or (hypertension)	XE0W8	R-F707E	1
266361008	0	Non-allergic asthma (disorder)	XE0YT	D2-000A7	1
266365004	6	Asthma NOS (disorder)	XE0YX	D2-0007B	1
266686005	0	Procedures relating to splintage and immobilization (procedure)	XE0hJ	P0-05B6C	1
266894000	0	Family history: Cardiovascular disease (situation)	XE0oF	G-032F	0
266898002	0	Family history: Respiratory disease (situation)	XE0oJ	G-0331	0
266992002	0	History of - blood disorder (situation)	XE0q5	G-0138	0
266995000	0	History of - cardiovascular disease (situation)	XE0q8	G-0335	0
267037003	0	Cardiovascular symptoms (finding)	XE0qu	F-3012D	1
267038008	0	Edema (finding)	XE0qw	F-04247	0
267102003	0	Sore throat symptom (finding)	XE0sE	F-01EDB	1
267202005	6	Edema or excessive weight gain in pregnancy without mention of hypertension (disorder)	XE0vu	D8-14113	1
267307002	6	Hypertension of pregnancy NOS (disorder)	XE0xy	D8-11028	1
267368005	0	Endocrine, nutritional, metabolic and immunity disorders (navigational concept)	XE0zz	DF-0017B	1
267930004	4	Joint contracture of the lower leg (disorder)	XE1EE	D1-22407	1
267931000	0	Joint contracture of the ankle and/or foot (disorder)	XE1EF	D1-22408	0
268509003	0	Cardiac disease monitoring (regime/therapy)	XE1Su	P0-0058B	1
268511007	0	Respiratory disease monitoring (regime/therapy)	XE1Sw	P0-0058D	1
268531006	4	Counseling, advice and education (regime/therapy)	XE1TH	P0-00871	1
268607006	0	Hypertension risk level (observable entity)	XE1VI	F-02A6E	1
268918008	0	On examination - edema (finding)	XE1h6	R-207BC	0
268966001	0	On examination - anesthesia present (situation)	XE1hu	R-207E3	0
269105005	0	Dislocation or subluxation of shoulder (disorder)	XE1lL	DD-14517	1
269108007	0	Closed traumatic dislocation shoulder joint, inferior (infra-glenoid) (disorder)	XE1lO	DD-14519	1
269466003	0	Malignant tumor of bone and articular cartilage (disorder)	XE1vd	DF-000DB	0
269475001	0	Malignant tumor of lymphoid, hemopoietic AND/OR related tissue (disorder)	XE1vo	DC-00004	0
269668006	4	Air and space transport accident (finding)	XE21N	A-A1ADC	1
269721008	0	Adverse reaction to analgesics, antipyretics and antirheumatics (disorder)	XE22D	F-02AC0	1
269722001	0	Adverse reaction to salicylate (disorder)	XE22E	F-02AC1	0
269723006	0	Adverse reaction to antirheumatic (disorder)	XE22F	F-02AC2	0
271360006	4	Pathology sample (specimen)	XE2sX	G-8009	1
271586000	2	Lump (finding)	XM00n	F-01843	1
271595008	4	Mental state, behavior and/or psychosocial function finding (finding)	XM011	F-008DF	1
271650006	0	Diastolic blood pressure (observable entity)	XM02Y	F-008ED	1
271712005	0	Observation of sensation (finding)	XM04Q	F-008F2	1
271880003	0	On examination - specified examination finding (finding)	XM09a	R-2018A	0
271881004	0	On examination - appearance (finding)	XM09b	R-2018B	1
271882006	0	On examination - respiratory (finding)	XM09c	R-2018C	0
271896000	0	On examination - ENT (finding)	XM09p	R-20199	1
271905007	0	History interpretation (observable entity)	XM09y	F-0002F	1
272019007	0	On examination - nose (finding)	XM0CO	R-2089C	1
272099008	0	Descriptor (qualifier value)	XM0Dh	R-407D2	1
272103003	0	Time patterns (qualifier value)	XM0Dl	R-407D6	1
272125009	0	Priorities (qualifier value)	XM0E6	R-407E8	1
272126005	0	Order values (qualifier value)	XM0E7	R-407E9	1
272127001	0	Event orders (qualifier value)	XM0E8	R-407EA	1
272141005	0	Severities (qualifier value)	XM0EN	R-407F6	1
272142003	0	Extensiveness (qualifier value)	XM0EO	R-407F7	1
272147009	0	Velocities (qualifier value)	XM0ET	R-407FC	1
272171002	0	Human tissue (substance)	XM0Ex	F-6113C	1
272172009	0	Human surgical material (substance)	XM0Ez	F-6113D	1
272179000	0	Domestic, office and garden artefact (physical object)	XM0F6	A-00915	1
272181003	0	Clinical equipment and/or device (physical object)	XM0F8	A-00917	1
272379006	0	Event (event)	XM0Ik	R-10000	1
272396007	0	Ranked categories (qualifier value)	XM0J7	R-40836	1
272424004	0	Relative sites (qualifier value)	XM0JZ	R-4084E	1
272519000	0	Absence findings (qualifier value)	XM0L8	R-4089B	1
272524002	0	Analyte (substance)	XM0La	F-6114A	1
272608008	0	Invertebrate (organism)	XM0OG	L-80018	1
272609000	2	Vertebrate (organism)	XM0OI	L-80019	1
272610005	0	Surface region of head (body structure)	XM0OL	T-D067E	1
272612002	0	Surface region of back (body structure)	XM0ON	T-D0690	1
272614001	0	Structure of surface region of thorax (body structure)	XM0OP	T-D3005	1
272615000	0	Surface region of abdomen (body structure)	XM0OQ	T-D0691	1
272617008	0	Surface region of limb (body structure)	XM0OS	T-D0303	1
272623003	0	Body cavity region (body structure)	XM0OY	T-D0037	1
272625005	0	Entire body organ (body structure)	XM0Ob	T-D0074	1
272626006	0	Respiratory organ (body structure)	XM0Oc	T-D0076	1
272627002	0	Entire digestive organ (body structure)	XM0Od	T-60001	1
272628007	0	Urogenital organ (body structure)	XM0Oe	T-D0077	1
272629004	0	Urinary organ (body structure)	XM0Of	T-D016D	1
272631008	0	Abdominal organ (body structure)	XM0Oi	T-D4017	1
272646001	0	Structure of sensory nervous system (body structure)	XM0P4	T-A00F2	1
272652000	0	Entire segment of left lung (body structure)	XM0PO	T-28563	0
272655003	0	Entire lobe of left lung (body structure)	XM0PR	T-28775	0
272657006	0	Cardiac wall structure (body structure)	XM0PW	T-D075D	1
272673000	0	Bone structure (body structure)	XM0QK	T-D016E	1
272710004	0	Bone structure of thorax (body structure)	XM0R8	T-D0170	1
272725004	0	External stoma (morphologic abnormality)	XM0Rc	T-D017A	1
272734009	0	Object (attribute)	XM0Rl	G-C170	1
272737002	0	Site of (attribute)	XM0Ro	G-C581	1
272738007	0	Site of (a-h) (navigational concept)	XM0Rp	G-C582	1
272741003	0	Laterality (attribute)	XM0Rs	G-C171	1
273249006	0	Assessment scales (assessment scale)	XM0Zx	G-E048	1
274025005	0	Colonic polypectomy (procedure)	XM0nk	P1-57387	0
274035004	0	Urinary calculus removal (procedure)	XM0nz	P0-0509B	0
274036003	2	Cystotomy (procedure)	XM0o2	P0-051C2	1
274103002	6	Pneumonia NOS (disorder)	XM0rv	D2-0009B	1
274323008	0	Endoscopic biopsy of colon (procedure)	XM12S	P1-57364	0
274330002	0	Surgical biopsy (procedure)	XM12p	P1-0310C	0
274334006	0	Surgical biopsy of joint (procedure)	XM12t	P1-0310D	0
274357000	0	Surgical biopsy of urinary tract (procedure)	XM13H	P1-7003A	0
274380008	0	Urinary endoscopy (procedure)	XM13g	P0-050B3	0
274391001	0	Diagnostic aspiration of joint (procedure)	XM13x	P1-10121	0
274423009	0	Drainage of bladder (procedure)	XM16F	P0-058A9	0
274424003	0	Indwelling catheter replaced (procedure)	XM16G	P0-0004E	0
274440000	0	Drainage to evacuate (procedure)	XM16c	P1-0101F	1
274562003	0	Joint contraction absent (finding)	XM19G	F-13003	1
274807004	0	Nasal discharge absent (situation)	XM1De	F-01609	0
275072000	0	Bladder outlet operations (procedure)	XM1JA	P1-70041	0
275498002	0	Respiratory tract infection (disorder)	XM1QW	D2-0009A	0
275896009	0	On examination - pain (finding)	XM1XP	R-20385	0
275908000	0	Asthma monitoring (regime/therapy)	XM1Xb	P0-0038C	1
275944005	0	Hypertension monitoring (regime/therapy)	XM1YA	P0-003E5	1
276171004	2	Sulfur compound [dup] (substance)	XS1bx	C-108FA	1
276201005	2	Bacterial infection due to Klebsiella pneumoniae	XSCET	R-F2438	1
276239002	0	Therapy (regime/therapy)	XU3pa	P0-007D1	1
276272002	0	Catheter procedure (procedure)	Xa01W	P0-007D3	0
276329005	0	Joint stability (observable entity)	Xa034	F-03CB1	1
276339004	0	Environment (environment)	Xa03R	R-304A6	1
276341003	0	Cardiovascular investigation (procedure)	Xa03S	P0-007D4	0
276343000	0	Urogenital system investigation (procedure)	Xa03V	P0-05AB0	0
276434005	0	Entire abdominal viscus (body structure)	XS0H0	T-D03DF	1
276435006	0	Pain / sensation finding (finding)	Xa05Q	F-03CD3	1
276437003	0	Skin, hair and nail finding (navigational concept)	Xa05U	F-4019F	1
276438008	0	Swelling / lump finding (finding)	Xa05V	F-03CD4	1
276535009	4	Body temperature (observable entity)	Xa085	F-03CF5	1
276800000	0	Normality findings (qualifier value)	Xa0DB	R-42814	1
276885007	0	Core body temperature (observable entity)	Xa0Ez	F-03E77	1
277132007	0	Therapeutic procedure (procedure)	XU3r8	P0-0000E	0
277302009	0	Natures (qualifier value)	Xa0N6	R-40050	1
277367001	0	Nature of procedure values (qualifier value)	Xa0OG	R-4006C	1
277466009	0	Lymphoproliferative disorder (disorder)	Xa0QI	DC-40002	0
277543005	0	Malignant white blood cell disorder (disorder)	Xa0Ri	DC-40003	0
277606000	0	Lymphoreticular tumor (disorder)	Xa0Sr	DC-40006	0
277712000	0	Cardiac internal structure (body structure)	Xa0Ux	T-D052F	1
277739008	0	Morphological descriptors (qualifier value)	Xa0VV	R-400C0	1
277775005	0	Test finding (finding)	Xa0WA	F-010D1	1
277889008	0	Usage (attribute)	Xa0YS	G-C01D	1
278110001	0	Radiographic imaging - action (qualifier value)	Xa0cd	P0-0201A	1
278195005	0	Entire body system (body structure)	Xa0eH	T-D0052	1
278196006	0	Entire nervous system (body structure)	Xa0eI	T-A0001	1
278197002	0	Entire respiratory system (body structure)	Xa0eJ	T-20003	1
278198007	0	Entire cardiovascular system (body structure)	Xa0eK	T-30001	1
278199004	0	Entire central nervous system (body structure)	Xa0eL	T-A0091	1
278264008	0	Surface region of trunk (body structure)	Xa0fR	T-D200B	1
278368009	0	Segmental bronchus of left lung (body structure)	Xa0hQ	T-26072	1
278378007	0	Segmental bronchus of left lower lobe (body structure)	Xa0ha	T-26077	0
278382009	0	Entire left lower lobe anterior segmental bronchus (body structure)	Xa0he	T-26721	0
278384005	0	Entire left lower lobe posterior segmental bronchus (body structure)	Xa0hg	T-26741	0
278421003	0	Hormones and their metabolites and precursors (substance)	Xa0iT	T-D0087	1
278441008	0	Disorder of body wall and cavities (navigational concept)	Xa0is	DF-00876	1
278448002	0	Care plan (qualifier value)	Xa0jb	R-40582	1
278471000	0	Types of drugs (product)	Xa0k7	C-500A2	1
278698006	0	Drug analyte (substance)	Xa0oy	F-6112A	1
278826002	0	Body internal region (body structure)	Xa0rK	T-D0032	1
278844005	0	General clinical state (observable entity)	Xa0ro	F-008B0	1
278858007	0	Entire musculoskeletal system (body structure)	Xa0sI	T-1000C	1
278859004	0	Entire digestive system (body structure)	Xa0sJ	T-50001	1
278861008	0	Entire genitourinary system (body structure)	Xa0sL	T-70204	1
279001004	0	Pain finding at anatomical site (finding)	Xa0w5	F-A2629	0
279061002	4	Pain of anatomical structure (finding)	Xa0y9	F-A263C	1
279062009	0	Myofascial pain (finding)	Xa0yA	F-A263D	1
279069000	0	Musculoskeletal pain (finding)	Xa0yJ	F-A263E	0
279075009	2	Pain finding (finding)	Xa0yP	F-00B7A	1
279362001	0	Division of urinary tract (body structure)	Xa13p	T-70003	1
279400008	0	Region of bladder (body structure)	Xa14X	T-D05B5	1
279491004	0	Structure of male bladder neck (body structure)	Xa16I	T-74402	1
279493001	0	Structure of female bladder neck (body structure)	Xa16J	T-80102	1
279500006	0	Urinary outflow structure (body structure)	Xa16S	T-70023	1
279501005	0	Male urinary outflow structure (body structure)	Xa16T	T-90112	1
279502003	0	Female urinary outflow structure (body structure)	Xa16U	T-80103	1
279972009	0	Entire gastrointestinal tract (body structure)	Xa1Fl	T-50107	1
279973004	0	Entire lower gastrointestinal tract (body structure)	Xa1Fm	T-50121	1
280115004	0	Acquired body structure (body structure)	Xa1IZ	T-D0140	1
280128006	0	Disorder of soft tissue of body cavity (disorder)	Xa1Iw	D1-500DC	0
280129003	0	Disorder of soft tissue of thoracic cavity (disorder)	Xa1Ix	D1-500DD	0
280133005	0	Disorder of soft tissue of trunk (disorder)	Xa1J1	D1-500E1	0
280432007	0	Region of mediastinum (body structure)	Xa1Pq	T-D3305	1
280435009	0	Joint structure of head and neck (body structure)	Xa1Pw	T-1502B	1
280436005	0	Regional joint structure (body structure)	Xa1Px	T-1502C	1
280437001	0	Joint structure of thoracic wall (body structure)	Xa1Q1	T-15603	1
280438006	0	Joint structure of pelvis or upper leg (body structure)	Xa1Q2	T-1502D	1
280439003	0	Joint structure of lower leg and/or tarsus (body structure)	Xa1Q3	T-1570F	1
280441002	0	Regional bone structure (body structure)	Xa1QB	T-D0142	1
280542007	0	Body wall structure (body structure)	Xa1SL	T-D2014	1
280699007	0	Abdominal stoma (morphologic abnormality)	Xa1VX	T-D430F	1
280717001	0	Spinal structure (body structure)	Xa1W1	T-D0146	1
280829001	0	Hair appendage structure (body structure)	Xa1Xs	T-01306	1
281011001	0	Examination of urinary system (procedure)	Xa1bk	P2-014AF	0
281088000	0	Anorectal structure (body structure)	Xa1dL	T-59005	1
281130003	0	Descending aorta structure (body structure)	Xa1eM	T-D0765	1
281132006	4	Renal artery and its branches (body structure)	Xa1eO	T-4601D	1
281157001	0	Systemic vascular structure (body structure)	Xa1fQ	T-4000E	1
281159003	0	Systemic arterial structure (body structure)	Xa1fS	T-4105E	1
281213008	0	Back structure, including back of neck (body structure)	Xa1gi	T-D01BE	1
281231009	0	Vascular structure of head (body structure)	Xa1h5	T-D0767	1
281232002	0	Vascular structure of head and neck (body structure)	Xa1h6	T-D1001	1
281233007	0	Cardiovascular structure of trunk (body structure)	Xa1h7	T-D2015	1
281239006	0	Exacerbation of asthma (disorder)	Xa1hD	D2-00076	1
281241007	0	Musculoskeletal structure of head (body structure)	Xa1hF	T-D0769	1
281242000	0	Musculoskeletal structure of limb (body structure)	Xa1hG	T-D0306	1
281243005	0	Musculoskeletal structure of upper limb (body structure)	Xa1hH	T-D076A	1
281244004	0	Musculoskeletal structure of lower limb (body structure)	Xa1hI	T-D9030	1
281248001	0	Nervous structure of trunk (body structure)	Xa1hM	T-D2016	1
281252001	0	Musculoskeletal structure of pelvis (body structure)	Xa1hQ	T-D6006	1
281253006	0	Musculoskeletal structure of head and neck (body structure)	Xa1hR	T-D1002	1
281399006	0	Did not attend (finding)	Xa1kG	F-02A3A	1
281415003	0	Joint structure of shoulder girdle (body structure)	Xa1ka	T-12208	1
281467004	0	Intrathoracic cardiovascular structure (body structure)	Xa1lX	T-D320B	1
281468009	0	Intrathoracic systemic artery (body structure)	Xa1lY	T-4105F	1
