CONCEPTID	CONCEPTSTATUS	FULLYSPECIFIEDNAME	CTV3ID	SNOMEDID	ISPRIMITIVE
116315007	0	Finding of ankle region (finding)	Xa7Ce	F-18901	0
116316008	0	Finding of foot region (finding)	Xa7DO	F-18902	0
116338005	0	Pharyngeal finding (finding)	X76aH	F-51600	0
116367006	0	Psychological finding (finding)	XU43P	F-90009	1
116566001	0	Steroid (substance)	XU46c	C-10098	1
116567005	0	Synthetic steroid (substance)	XU46d	C-37100	1
116569008	0	Synthetic glucocorticoid (substance)	XU46f	C-37110	1
116571008	0	Betamethasone (substance)	XU46i	C-37112	1
116596006	0	Glucocorticoid preparation (product)	XU479	C-A010F	0
116607003	0	Synthetic glucocorticoid, fluorinated (substance)	XU47L	C-37109	1
116676008	0	Associated morphology (attribute)	X75Pz	G-C504	1
116680003	0	Is a (attribute)	XU48G	G-C509	1
117590005	0	Ear structure (body structure)	Xa05g	T-AB001	1
118168003	0	Specimen source morphology (attribute)	XU4ZD	G-C525	1
118169006	0	Specimen source topography (attribute)	XU4ZE	G-C526	1
118171006	0	Specimen procedure (attribute)	XU4ZG	G-C528	1
118185001	0	Finding related to pregnancy (finding)	X40Au	F-84003	1
118199002	0	Finding relating to sexuality and sexual activity (finding)	X7672	F-9B003	1
118222006	0	General finding of observation of patient (finding)	Xa1bt	F-01002	1
118227000	0	Vital signs finding (finding)	XU4Zx	F-03403	1
118228005	0	Functional finding (finding)	Xa6bP	F-01003	1
118232004	0	Reproductive finding (finding)	XU4a0	F-80001	1
118234003	0	Finding by site (finding)	XU4a2	F-01004	0
118238000	0	Urogenital finding (finding)	Xa7WN	F-70001	0
118240005	0	Finding by method (finding)	XU4a6	F-01005	0
118254002	0	Finding of head and neck region (finding)	Xa6v8	F-01060	0
118255001	0	Reproductive function (observable entity)	XU4aL	F-80002	1
118292001	0	Removal (procedure)	XaG1U	P1-03003	0
118436003	0	Finding of large intestine (finding)	Xa7Tt	F-54001	0
118633002	0	Artery of thorax (body structure)	XU4fo	T-46001	1
118652008	0	Crypt of Lieberkühn (body structure)	XU4g7	T-58049	1
118655005	0	Body part subdivision (body structure)	XU4gA	T-D0012	1
118664000	0	Procedure on body system (procedure)	XU4gF	P0-05001	0
118666003	0	Procedure on musculoskeletal system (procedure)	XU4gH	P0-05003	0
118668002	0	Procedure on articular system (procedure)	XU4gJ	P0-05006	0
118672003	0	Procedure on cardiovascular system (procedure)	XU4gO	P0-05010	0
118673008	0	Procedure on digestive system (procedure)	X20TS	P0-05011	0
118674002	0	Procedure on genitourinary system (procedure)	XU4gP	P0-05012	0
118676000	0	Procedure on male genital system (procedure)	XU4gT	P0-05014	0
118677009	0	Procedure on urinary system (procedure)	XU4gU	P0-05015	0
118689006	4	Procedure on body part (procedure)	XU4gh	P0-05027	1
118694006	0	Procedure on trunk (procedure)	XU4gn	P0-05032	0
118698009	0	Procedure on abdomen (procedure)	XS8pG	P0-05036	0
118699001	0	Procedure on pelvis (procedure)	XS8pH	P0-05037	0
118717007	0	Procedure on organ (procedure)	XU4h9	P0-05055	0
118745001	0	Procedure on joint (procedure)	XU4hf	P0-05083	0
118760003	0	Entire viscus (body structure)	XU4hw	T-D0066	1
118762006	0	Peritoneal sac structure (body structure)	XU4hy	T-D4426	1
118821005	0	Procedure on digestive organ (procedure)	XU4j2	P0-05161	0
118823008	0	Procedure on gallbladder (procedure)	XU4j4	P0-05163	0
118824002	0	Procedure on biliary tract (procedure)	XU4j5	P0-05164	0
118826000	0	Procedure on digestive tract (procedure)	XU4j7	P0-05166	0
118831003	0	Procedure on intestine (procedure)	XS8pq	P0-05171	0
118837004	0	Procedure on appendix (procedure)	XU4jJ	P0-05177	0
118838009	0	Procedure on large intestine (procedure)	XU4jK	P0-05178	0
118839001	0	Procedure on colon (procedure)	XU4jL	P0-05179	0
118855008	0	Procedure on bladder (procedure)	7B2..	P0-05195	0
118856009	0	Procedure on urethra (procedure)	XU4ja	P0-05197	0
118877007	0	Procedure on prostate (procedure)	XU4jt	P0-05219	0
118932009	0	Disorder of foot (disorder)	XU4kn	DF-00821	0
118935006	0	Disorder of hip region (disorder)	XU4kq	DF-00810	0
118937003	0	Disorder of lower extremity (disorder)	XU4ks	DF-00820	0
118943001	0	Disorder of pelvic region (disorder)	XU4kw	DF-00814	0
118944007	0	Disorder of shoulder region (disorder)	XU4kx	DF-00808	0
118946009	0	Disorder of thorax (disorder)	XU4kz	DF-00811	0
118947000	0	Disorder of upper extremity (disorder)	XU4l0	DF-00817	0
118948005	0	Disorder of abdomen (disorder)	XU4l1	DF-00812	0
118952005	0	Joint finding (finding)	X76qj	F-13001	0
118953000	0	Bone finding (finding)	X76qG	F-12001	0
118956008	0	Body structure, altered from its original anatomical structure (morphologic abnormality)	XU4l9	M-01001	1
118959001	0	Removal from urinary tract (procedure)	XU4lB	P1-70011	0
118961005	0	Introduction to urinary tract (procedure)	XU4lD	P1-70013	0
118965001	0	Musculoskeletal system subdivision (body structure)	XU4lG	T-10005	1
118966000	0	Skeletal system subdivision (body structure)	XU4lH	T-11005	1
118969007	0	Respiratory system subdivision (body structure)	XU4lK	T-20005	1
118971007	0	Digestive system subdivision (body structure)	XU4lN	T-50005	1
118972000	0	Urinary system subdivision (body structure)	XU4lO	T-70005	1
118973005	0	Genitourinary system subdivision (body structure)	XU4lP	T-70205	1
118974004	0	Female genital system subdivision (body structure)	XU4lQ	T-80005	1
119186007	0	Bone part (body structure)	XU4pE	T-D0505	1
119190009	0	Femur part (body structure)	XU4pJ	T-D0509	1
119194000	0	Joint part (body structure)	XU4pO	T-D0513	1
119198002	0	Tracheobronchial tree part (body structure)	XU4pS	T-D0517	1
119199005	0	Lung part (body structure)	XU4pT	T-D0518	1
119201007	0	Cardiovascular organ part (body structure)	XU4pX	T-D0520	1
119202000	0	Heart part (body structure)	XU4pY	T-D0521	1
119203005	0	Aorta part (body structure)	XU4pZ	T-D0522	1
119205003	0	Arterial part (body structure)	XU4pb	T-D0524	1
119206002	0	Blood vessel part (body structure)	XU4pc	T-D0525	1
119214008	0	Large intestine part (body structure)	XU4pk	T-D0533	1
119218006	0	Pancreas part (body structure)	XU4pn	T-D0537	1
119221008	0	Bladder part (body structure)	XU4pr	T-D0540	1
119253004	0	Upper aerodigestive tract structure (body structure)	XU4qL	T-20002	1
119270007	0	Management procedure (procedure)	XU4qY	P0-04003	0
119287009	0	Biopsy of large intestine (procedure)	X20Xa	P1-57309	0
119290003	0	Biopsy of gastrointestinal tract (procedure)	XS7VE	P1-505D0	0
119291004	0	Disorder of upper gastrointestinal tract (disorder)	XU4qs	D5-00021	0
119292006	0	Disorder of gastrointestinal tract (disorder)	XU4qt	D5-00011	0
119330002	4	Bone specimen (specimen)	X7ACP	G-8116	1
119365002	0	Specimen from wound (specimen)	XU4rf	G-81A1	0
119366001	0	Specimen from wound abscess (specimen)	XU4rg	G-81A2	0
119371008	0	Specimen from abscess (specimen)	XU4rm	G-81A8	0
119376003	0	Tissue specimen (specimen)	XU4rt	G-8300	0
119383005	0	Specimen from liver (specimen)	XU4s1	G-8379	0
119389009	0	Specimen from throat (specimen)	XU4s6	G-8503	0
119415007	0	General finding of abdomen (finding)	Xa7VW	F-50801	0
119523007	0	Disorder of large intestine (disorder)	X303c	D5-40002	0
119567009	0	Structure of artery of head (body structure)	XU4uu	T-45004	1
119568004	0	Structure of artery of neck (body structure)	XU4uv	T-45005	1
119580007	0	Trunk incision (procedure)	XU4v9	P1-120FE	0
119583009	0	Trunk excision (procedure)	XU4vB	P1-12302	0
119595009	0	Trunk destructive procedure (procedure)	XU4vO	P1-12C02	0
119608007	0	Pelvis incision (procedure)	XU4vc	P1-14102	0
119916001	0	Biliary tract excision (procedure)	XU50g	P1-5C306	0
120230007	0	Joint of face (body structure)	XU55n	T-15258	1
120573002	0	Extremity part (body structure)	XU5C7	T-D0631	1
120574008	0	Upper extremity part (body structure)	XU5C8	T-D0632	1
120575009	0	Lower extremity part (body structure)	XU5CA	T-D0633	1
120609008	0	Destruction of lesion (procedure)	XU5Co	P1-0C001	0
122461007	0	Evacuation procedure (procedure)	XaG0l	P1-01012	0
122462000	0	Drainage procedure (procedure)	XU5jc	P1-01013	0
122489005	0	Urinary system structure (body structure)	XU93B	T-70001	1
122580007	0	Cerumen specimen (specimen)	XU5lQ	G-8141	0
122865005	0	Gastrointestinal tract structure (body structure)	X754l	T-50101	1
123005000	0	Part of (attribute)	XU5t1	G-C00B	1
123014005	0	Excision of pelvis (procedure)	XU5t8	P1-142FF	0
123037004	0	Body structure (body structure)	XU5tN	T-D000A	1
123038009	0	Specimen (specimen)	XU5tO	G-8000	1
123397009	0	Injury of anatomical site (disorder)	XU5uF	DD-000F7	0
123631004	0	Diffuse acute inflammation (morphologic abnormality)	XU5y9	M-41007	1
123636009	0	Silk suture, device (physical object)	X79m3	A-13511	1
123735002	0	Fracture with displacement (morphologic abnormality)	XU61z	M-12002	1
123737005	0	Fracture, closed, comminuted, with displacement (morphologic abnormality)	XU622	M-12192	1
123738000	0	Fracture, open, comminuted, with displacement (morphologic abnormality)	XU623	M-12292	1
123799005	0	Renovascular hypertension (disorder)	Xa0kX	D3-02205	1
123850002	0	Head part (body structure)	XU63k	T-D0661	1
123852005	0	Region of head (body structure)	XU63m	T-D0663	1
123946008	0	Disorder by body site (disorder)	XU65U	DF-00800	0
123955006	0	Thigh part (body structure)	XU65a	T-D0667	1
125171008	0	Anterior dislocation (morphologic abnormality)	XU6PL	M-13001	1
125194009	0	Wound, closed (morphologic abnormality)	XU6Pj	M-14009	1
125308006	0	Non-pitting edema (morphologic abnormality)	XU6Rk	M-36308	1
125594001	0	Injury of shoulder region (disorder)	XA008	DD-00301	0
125600009	0	Injury of hip region (disorder)	XA00N	DD-00520	0
125605004	0	Fracture of bone (disorder)	XA0FK	DD-10001	0
125610000	0	Joint injury (disorder)	X701G	DD-14000	0
125615005	0	Traumatic dislocation of shoulder region (disorder)	XA0Cw	DD-14508	0
125643001	0	Open wound (disorder)	Xa2N3	DD-30001	0
125645008	0	Open wound of shoulder region (disorder)	S9000	DD-33101	0
125673005	0	Traumatic dislocation (morphologic abnormality)	XU6X6	M-13008	1
125676002	0	Person (person)	XU6XB	S-00002	1
125677006	0	Relative (person)	X78xe	S-10003	1
126090008	0	Pregnanes (substance)	XU6eN	C-37195	1
126134000	0	Epinephrine bitartrate (substance)	XU6f7	C-68063	1
126877002	0	Disorder of glucose metabolism (disorder)	XU6qV	D6-50100	1
127035006	0	Bone marrow disorder (disorder)	XU6sJ	DC-00100	0
127068004	0	Histiocytic syndrome (disorder)	X20E5	DC-46100	0
127070008	0	Malignant histiocytic disorder (disorder)	XU6sp	DC-46120	0
127278005	0	Injury of upper extremity (disorder)	XA009	DD-00303	0
127279002	0	Injury of lower extremity (disorder)	XA00M	DD-00508	0
127331007	0	Neoplasm by body site (disorder)	XU6wu	DF-000D8	0
127465007	0	Specimen from gastrointestinal tract (specimen)	XU6z3	G-834E	0
127466008	0	Tissue specimen from gastrointestinal tract (specimen)	XaBlb	G-834F	0
127489000	0	Has active ingredient (attribute)	XU6zK	G-C52F	1
127535004	0	Staphylococcus, coagulase positive (organism)	XU702	L-24854	1
127862002	0	Joint structure of pelvis (body structure)	Xa4CG	T-15675	1
127865000	0	Entire blood vessel of head (body structure)	XU725	T-40501	1
127868003	0	Upper digestive tract structure (body structure)	XU727	T-50102	1
127882003	0	Female genital organ structure (body structure)	XU72N	T-80001	1
127903009	0	Male genital organ structure (body structure)	XU72k	T-90001	1
127947003	0	Structure of body surface region (body structure)	XU73V	T-D0676	1
127948008	0	Region of upper extremity (body structure)	XU73W	T-D0677	1
127951001	0	Region of lower extremity (body structure)	XU73Z	T-D0680	1
128089006	0	Hematologic disorder in newborn (navigational concept)	XU75x	DC-61091	1
128121009	0	Disorder of trunk (disorder)	XU76M	DF-000E5	0
128135006	0	Disorder of thigh (disorder)	XU76Z	DF-0082A	0
128136007	0	Disorder of knee (disorder)	XU76b	DF-0082B	0
128137003	0	Disorder of lower leg (disorder)	XU76c	DF-0082C	0
128139000	0	Inflammatory disorder (disorder)	XU76e	DF-00A00	0
128168004	0	Tissue specimen from liver (specimen)	XaBlg	G-852A	0
128172000	0	Tissue specimen from throat (specimen)	XU76z	G-8531	0
128180007	0	Pelvic appendix (body structure)	XU778	T-59261	1
128181006	0	Entire genital organ (body structure)	XU77A	T-70251	1
128237006	0	Chronic disease of musculoskeletal system (disorder)	XU77m	D1-00002	0
128259008	0	Artery of mediastinum (body structure)	XU787	T-46003	1
128262006	0	Upper body structure (body structure)	XU78B	T-D0018	1
128263001	0	Lower body structure (body structure)	XU78C	T-D0019	1
128268005	0	Arthropathy of pelvis (disorder)	XU78G	D1-20A00	0
128272009	0	Disorder of lower respiratory system (disorder)	XU78L	D2-00012	0
128303001	0	Surgical removal (procedure)	X79wv	P1-0300A	0
128313009	0	Procedure on male genital organ (procedure)	XU78x	P0-0521A	0
128316001	4	Open fracture-dislocation (morphologic abnormality)	XU78z	M-12672	1
128333008	0	Diarrheal disorder (disorder)	XU79D	D5-41655	0
128395003	0	Removal of foreign body from genitourinary system (procedure)	XU7A8	P1-72300	0
128411005	0	Removal of device from genitourinary system (procedure)	XU7AM	P1-73575	0
128482007	0	Acute inflammatory disease (disorder)	XU7BR	DF-00A09	0
128520003	0	Segmental bronchus structure (body structure)	XU7Bx	T-26070	1
128530007	0	Entire bony skeleton (body structure)	XU7C6	T-11002	1
128538000	0	Removal of device (procedure)	XU7CD	P1-03021	0
128601007	0	Infectious disease of lung (disorder)	XU7DJ	D2-50099	0
128605003	0	Disorder of extremity (disorder)	XU7DN	DF-00829	0
128606002	0	Disorder of the urinary system (disorder)	X30Hb	D7-00099	0
128622001	0	Histiocytic neoplasm (morphologic abnormality)	XU7DX	M-975FF	1
128927009	0	Procedure by method (procedure)	XU7IQ	P0-00999	0
128931003	0	Leukemia - category (morphologic abnormality)	XU7IV	M-980FF	1
128932005	0	Acute leukemia - category (morphologic abnormality)	XU7IW	M-980FA	1
128934006	0	Myeloid leukemia - category (morphologic abnormality)	XU7IY	M-980FC	1
128940004	0	Parasitic infection of lung (disorder)	XU7Id	D2-5009A	0
128942007	0	Disease due to flagellate protozoan (disorder)	XU7If	DE-55B00	0
128945009	0	Infection due to Enterobacteriaceae (disorder)	XU7Ii	DE-1911A	0
128992008	0	Surgical removal of foreign body (procedure)	XU7JU	P1-03099	0
128997002	0	Inflammatory disorder of lower respiratory tract (disorder)	XU7JZ	DF-00A98	0
128999004	0	Inflammatory disorder of digestive tract (disorder)	XU7Jb	DF-00A95	0
129002005	0	Bathing (observable entity)	XU7Jd	F-02010	1
129003000	0	Dressing (observable entity)	XU7Je	F-02030	1
129025006	0	Activity of daily living (observable entity)	Xa39q	F-02000	1
129125009	0	Procedure with explicit context (situation)	XU7LW	P0-09999	0
129154003	0	Hematologic neoplasm (disorder)	XU7Lw	DC-F000F	0
129155002	0	Closed traumatic dislocation (morphologic abnormality)	XU7Ly	M-13009	1
129156001	0	Traumatic dislocation of joint (disorder)	XU7Lz	D1-22345	0
129236007	0	Open approach - access (qualifier value)	X78wO	G-D057	1
129264002	0	Action (qualifier value)	XM0Zw	P0-02000	1
129265001	0	Evaluation - action (qualifier value)	XU7NV	P0-02001	1
129271007	0	Management - action (qualifier value)	XU7Nc	P0-02007	1
129282004	4	Education - action (qualifier value)	XU7Np	P0-02023	1
129284003	0	Surgical action (qualifier value)	Xa1om	P0-02025	1
129285002	1	Diagnostic surgical action (qualifier value)	XU7Nr	P0-02026	1
129287005	0	Incision - action (qualifier value)	Xa2Wi	P0-02029	1
129289008	0	Drainage - action (qualifier value)	X79v2	P0-02031	1
129292007	0	Evacuation - action (qualifier value)	X79v9	P0-02034	1
129300006	0	Puncture - action (qualifier value)	X79wj	P0-02042	1
129302003	1	Centesis - action (qualifier value)	XU7O4	P0-02044	1
129303008	0	Removal - action (qualifier value)	X79wu	P0-02045	1
129304002	0	Excision - action (qualifier value)	X793K	P0-02046	1
129306000	0	Surgical removal - action (qualifier value)	XU7O5	P0-02048	1
129314006	0	Biopsy - action (qualifier value)	X90PX	P0-02056	1
129316008	0	Aspiration - action (qualifier value)	X79u0	P0-02058	1
129325002	0	Introduction - action (qualifier value)	Xa8HJ	P0-02067	1
129382001	0	Destruction - action (qualifier value)	X79ug	P0-02128	1
129415008	0	Extraction - action (qualifier value)	X79vI	P0-02164	1
129428001	0	Preventive - procedure intent (qualifier value)	XU7PK	P0-02179	1
129445006	0	Administration - action (qualifier value)	XU7PV	P0-02198	1
130998004	0	Protein hormone (substance)	XUQC9	F-B0291	1
133931009	0	Infant (person)	XUQGg	S-10069	1
133933007	0	Newborn (person)	XUQGi	S-10071	1
133936004	0	Adult (person)	X78yc	S-11296	1
134380003	0	Asthma Accident and Emergency attendance since last visit (regime/therapy)	XaIIW	P0-00488	1
135394005	0	Antiallergenic drugs (product)	x01Dm	C-51059	1
138875005	0	SNOMED CT Concept (SNOMED RT+CTV3)	XU05D	R-00000	1
147839009	2	Hypertension treatm. started (regime/therapy)	.662F	R-F61A0	1
147849007	2	Hypertension monitoring (procedure)	.662P	R-F61AA	1
149016008	0	MAY BE A (attribute)	XU0Mj	G-C033	1
155552002	6	Pneumonia NOS (disorder)	.H34.	R-F5F85	1
155558003	6	Pneumonia NOS (disorder)	.H34Z	R-F5F91	1
155564005	6	Pneumonia or influenza NOS (disorder)	.H3Z.	R-F5F9C	1
155574008	2	Asthma (disorder)	.H43.	R-F5FAC	1
155732000	6	Acute appendicitis NOS (disorder)	.I313	R-F6109	1
156112000	6	Hypertension of pregnancy NOS (disorder)	.K25Z	R-F70BD	1
158705009	2	[D]Blood pressure raised, hypertension not diagnosed (situation)	.RG20	R-F2905	1
159083000	0	WAS A (attribute)	XU0ec	G-C14F	1
159483005	0	Clerical occupation (occupation)	07...	J-0025E	1
159561009	0	Receptionist (occupation)	079..	J-0029B	1
159562002	0	Health services receptionist (occupation)	0792.	J-0029C	1
159579008	0	Office machine operator (occupation)	07D..	J-002A6	1
160237006	0	History/symptoms (navigational concept)	1....	R-20862	1
160357008	0	Family history: Hypertension (situation)	12C1.	G-01CC	0
160377001	0	Family history: Asthma (situation)	XUPnb	G-01D0	0
161501007	0	History of - hypertension (situation)	14A2.	G-0269	0
161523006	0	History of - respiratory disease (situation)	14B..	G-0274	0
161527007	0	History of - asthma (situation)	14B4.	G-0277	0
162057007	0	Nausea present (situation)	1982.	F-52763	0
162388002	0	Has a sore throat (situation)	1C92.	F-5172C	0
162397003	0	Pain in throat (finding)	1CB3.	F-A2647	1
162659009	0	Hypertension resolved (finding)	21261	F-03C63	1
162781005	0	On examination - edema of ankles (finding)	22C2.	R-20A71	0
162783008	0	On examination - edema of legs (finding)	22C4.	R-20A73	0
164471009	0	On examination - legs (finding)	2G4..	R-20180	0
165477002	0	Red blood cell shape (observable entity)	42D..	F-0328C	1
168666000	0	SAME AS (attribute)	XU0sk	G-C2D5	1
169443000	0	Preventive procedure (procedure)	6....	P0-007AF	0
169465000	0	Hypertension induced by oral contraceptive pill (disorder)	61462	D3-02201	1
170549007	0	Chronic disease monitoring (regime/therapy)	66...	P0-00616	1
170579000	0	Hypertension:follow-up default (finding)	6629.	F-02E1C	1
170586008	0	Treatment for hypertension started (situation)	662F.	P0-0061D	1
170588009	0	Treatment for hypertension stopped (situation)	662H.	P0-0061F	1
170603006	2	Hypertension monitoring (regime/therapy)	662P.	R-F50E3	1
170635006	0	Asthma not disturbing sleep (finding)	663O.	F-02E32	1
170636007	0	Asthma never disturbs sleep (finding)	663O0	F-02E33	1
170637003	0	Asthma limiting activities (finding)	663P.	F-02E34	1
170638008	0	Asthma not limiting activities (finding)	663Q.	F-02E35	1
170641004	0	Asthma management plan given (regime/therapy)	663U.	P0-0062F	1
170642006	0	Asthma severity (regime/therapy)	663V.	P0-00630	1
170655007	0	Asthma restricts exercise (finding)	663e.	F-02EF6	1
170657004	0	Asthma severely restricts exercise (finding)	663e1	F-02EF8	1
170658009	0	Asthma never restricts exercise (finding)	663f.	F-02EF9	1
171222001	0	Hypertension screening (procedure)	68B1.	P2-0606A	0
173300003	0	Disorder of pregnancy (disorder)	XU0zr	DF-00006	0
174035000	0	Lower gastrointestinal procedure (procedure)	77...	P0-051C0	0
174255007	0	Non-invasive diastolic arterial pressure (observable entity)	X779S	F-000A3	1
176074005	0	Cystoscopic removal of ureteric stent (procedure)	7B1A2	P1-73732	0
176143006	0	Open removal of bladder lesion (procedure)	7B260	P1-74311	0
176234008	0	Open resection of female bladder neck (procedure)	7B330	P1-74019	0
176305004	0	Transurethral removal of prostatic calculus (procedure)	7B3B4	P1-78391	1
178066000	0	ISA (mapping) (attribute)	XU18o	G-C0D9	1
178728009	0	Removal of ureteral stent (procedure)	XU1A7	PA-1321B	0
179906007	0	Puncture of joint (procedure)	7K6Z.	P0-05B96	0
181215002	0	Entire bronchus (body structure)	7N224	T-26001	1
181216001	0	Entire lung (body structure)	7N225	T-D3034	1
181217005	0	Entire mediastinum (body structure)	7N226	T-D3306	1
181254001	0	Entire large intestine (body structure)	7N31.	T-59006	1
181255000	0	Entire appendix (body structure)	7N310	T-59201	1
181261002	0	Entire rectum (body structure)	7N320	T-59609	1
181267003	0	Entire biliary tract (body structure)	7N33.	T-60603	1
181277001	0	Entire pancreas (body structure)	7N340	T-D4034	1
181298001	0	Entire aorta (body structure)	7N42.	T-42003	1
181319006	0	Branch of thoracic aorta (body structure)	7N44.	T-41060	1
181326006	0	Entire maxillary artery (body structure)	7N448	T-452A2	1
181413006	0	Entire upper urinary tract (body structure)	7N50.	T-70014	1
181420004	0	Entire lower urinary tract (body structure)	7N51.	T-70024	1
181608004	0	Entire chest wall (body structure)	7N80.	T-D305B	1
181814009	0	Entire temporomandibular joint (body structure)	7N922	T-1529D	1
182046008	0	Entire femur (body structure)	7NA8.	T-127C9	1
182048009	0	Entire shaft of femur (body structure)	7NA83	T-127CA	1
182164003	0	Entire joint of shoulder girdle or upper limb (body structure)	7NAD.	T-15407	1
182168000	0	Entire glenohumeral joint (body structure)	7NAD3	T-1541C	1
182245002	0	Entire upper limb (body structure)	7NB0.	T-D8004	1
182281004	0	Entire lower limb (body structure)	7NB1.	T-D903B	1
182294002	0	Entire surface region of knee (body structure)	7NB1C	T-D9207	1
182353008	0	Side (qualifier value)	7NB3.	R-42361	1
182777000	0	Monitoring of patient (regime/therapy)	8A...	P0-007D9	1
182832007	0	Procedure related to management of drug administration (procedure)	8B31.	P0-04046	1
182836005	0	Review of medication (procedure)	8B314	P0-04047	1
183452005	0	Emergency hospital admission (procedure)	8H2..	P0-10014	1
183478001	0	Emergency admission, asthma (procedure)	8H2P.	P0-1002D	1
183944003	0	Procedure refused (situation)	8I3..	R-202CF	0
184508008	0	Entire apex of left lung (body structure)	XS1H3	T-28511	0
184611002	0	Entire base of left lung (body structure)	XS1H4	T-28521	0
185324002	0	Failed encounter (finding)	9N4..	F-03FAE	1
185718005	0	Hypertension monitoring offer default (finding)	9OI3.	F-000DC	1
185720008	0	Hypertension monitoring second letter (procedure)	9OI5.	P0-00204	1
185722000	0	Hypertension monitoring verbal invite (procedure)	9OI7.	P0-00209	1
185724004	0	Hypertension monitoring deleted (finding)	9OI9.	F-000DD	1
185730004	0	Asthma monitor offer default (finding)	9OJ3.	F-000E0	1
186435004	0	Friedlander's bacillus infection (disorder)	A3B3.	DE-19113	0
187639008	0	Entire thoracic viscus (body structure)	XS0Dq	T-D3031	1
188732008	0	Myeloid leukemia (disorder)	B65..	DC-F4115	0
194757006	4	High blood pressure (& [essential hypertension]) (disorder)	G20..	R-F4078	1
194775007	4	(Renal hypertension) or (hypertensive renal disease NOS) (disorder)	G22z.	R-F4080	1
194785008	0	Secondary benign hypertension (disorder)	G241.	D3-02203	1
194788005	0	Hypertension secondary to endocrine disorder (disorder)	G244.	D3-02207	1
194791005	0	Hypertension secondary to drug (disorder)	G24z1	D3-02208	1
195539003	10	[X]Hypertension secondary to other renal disorders (disorder)	Gyu21	D3-0220E	1
195878008	0	Pneumonia and influenza (disorder)	H2...	D2-00104	0
195893007	6	Pneumonia due to other specified organisms (disorder)	H23..	D2-000BA	1
195898003	6	Pneumonia due to specified organism NOS (disorder)	H23z.	D2-000BB	1
195934000	6	Pneumonia or influenza NOS (disorder)	H2z..	D2-00109	1
195967001	0	Asthma (disorder)	H33..	D2-00036	1
195979001	6	Asthma unspecified (disorder)	H33z.	D2-000C6	1
195983001	4	(Asthma: [exercise induced] or [allergic NEC] or [NOS]) or (allergic bronchitis NEC)	H33zz	R-F4175	1
196131004	0	Lung involvement associated with another disorder (disorder)	H57..	D2-0005F	1
196781001	0	Acute appendicitis with peritonitis (disorder)	J200.	D5-46213	0
196784009	6	Acute appendicitis NOS (disorder)	J20z.	D5-46217	1
198288003	0	Anxiety state (finding)	XU1j0	F-94114	1
198609003	0	Complications of pregnancy, childbirth and the puerperium (disorder)	L....	D8-10057	1
200812001	0	Entire costal surface of lung (body structure)	XS0Ze	T-2800D	1
202210006	0	Recurrent anterior dislocation of shoulder (disorder)	N083A	D1-223EE	0
202212003	0	Recurrent anterior subluxation of shoulder (disorder)	N083C	D1-224CC	1
202218004	0	Recurrent dislocation of shoulder - multidirectional (disorder)	N083J	D1-223F3	1
202219007	0	Recurrent subluxation of shoulder - multidirectional (disorder)	N083K	D1-223F4	1
202257007	6	Joint contracture of unspecified site (disorder)	N0840	D1-22483	1
202298000	0	Joint ankylosis of the shoulder region (disorder)	N0851	D1-224D8	0
205237003	0	Pneumonitis (disorder)	XU1wP	D2-50006	0
208754006	0	Closed traumatic dislocation of shoulder (disorder)	S410.	DD-14537	0
208766000	0	Open traumatic dislocation shoulder joint, anterior (sub-coracoid) (disorder)	S4111	DD-1453A	0
209389000	0	Closed fracture dislocation of sternum (disorder)	S4J00	DD-1406A	0
212766001	6	Antiasthmatic poisoning NOS (disorder)	SLF7z	DD-82754	1
214031005	0	Motor vehicle traffic accident (event)	T1...	A-A1A26	1
214458008	0	Noncollision motor vehicle traffic accident involving injury by moving part of the vehicle while boarding or alighting (event)	T172.	A-A1B6C	1
214459000	0	Noncollision motor vehicle traffic accident involving injury by moving part of the vehicle while boarding or alighting, driver of motor vehicle injured (event)	T1720	A-A1B6D	1
215349009	6	Accident involving being caught in door of road vehicle NEC, pedestrian injured (event)	T3330	A-A1D6C	1
216267008	0	Accident to spacecraft (event)	T55..	A-A1F3A	1
216312009	0	Place of occurrence of accident or poisoning (environment)	T7...	R-302A5	1
216445005	0	Place of occurrence of accident or poisoning, parking lot (environment)	T7yB.	R-30325	1
216446006	0	Place of occurrence of accident or poisoning, parking place (environment)	T7yC.	R-30326	1
217828000	0	Accidental hanging, except in bed or cradle (event)	TF3y0	A-A226E	1
218164000	0	Accident caused by electric current (event)	TG9..	A-A2384	1
218165004	0	Accident caused by domestic electric current (event)	TG90.	A-A2385	1
218243006	5	Accident unspecified (morphologic abnormality)	TGyzz	M-100A8	1
218972004	0	Adverse reaction to purine derivative diuretic (disorder)	TJE1.	F-00361	0
219040006	2	Adverse reaction to theophylline - asthma (finding)	TJF73	F-0039A	1
219043008	6	Adverse reaction to antiasthmatic NOS (disorder)	TJF7z	F-01EEE	1
223369002	0	Country (geographic location)	Ua00X	R-3034B	1
223464006	0	Procedure education (procedure)	Ua04R	P0-A0229	0
223496003	0	Geographical and/or political region of the world (geographic location)	Ua05T	R-3036E	1
223497007	0	Geographical continent (geographic location)	Ua05U	R-3036F	1
223502009	0	Europe (geographic location)	Ua05Z	R-30374	1
223503004	0	North America (geographic location)	Ua05a	R-30375	1
223633000	0	European country (geographic location)	Ua07e	R-303F4	1
223658005	0	West European country (geographic location)	Ua083	R-3040D	1
